"order","productcode","productgroup","productsummary","description","eutr"
"CB","44072799","Sawnwood","Tropical hardwood","SAPELLI, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CB","44072810","Sawnwood","Tropical hardwood","IROKO, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CB","44072891","Sawnwood","Tropical hardwood","IROKO, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. END-JOINTED)",1
"CB","44072899","Sawnwood","Tropical hardwood","IROKO, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CB","44072905","Sawnwood","Tropical hardwood","'KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUME, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKORE, IROKO, TIAMA, MANSONIA, ILOMBA, DIBETOU, LIMBA, AZOBE, PALISSANDRE DE RIO, PALISSANDRE DE PARA, PALISSANDRE DE ROSE, ABURA, AFRORMOS",1
"CB","44072915","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUM+?, OBECHE, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, PALISSANDRE DE RIO, PALISSANDRE DE PARA, PALISSANDRE DE ROSE, ABURA, AFRORMOSIA, AKO, ANDI",1
"CB","44072920","Sawnwood","Tropical hardwood","PALISSANDRE DE RIO, PALISSANDRE DE PARA AND PALISSANDRE DE ROSE, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, PLANED, OF A THICKNESS OF > 6 MM (EXCL. END-JOINTED)",1
"CB","44072925","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUM+?, OBECHE, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA AND AZOB+?, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. E",1
"CB","44072930","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA AND AZOB+?, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM,",1
"CB","44072939","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUME, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKORE, IROKO, TIAMA, MANSONIA, ILOMBA, DIBETOU, LIMBA AND AZOBE, SAWN OR CUT LENGTHWISE, SLICED OR BARKED, OF A THICKNESS OF > 6 MM, PLANED",1
"CB","44072945","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUM+?, OBECHE, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, PALISSANDRE DE RIO, PALISSANDRE DE PARA AND PALISSANDRE DE ROSE, SAWN OR CHIPPED LENGTHWIS",1
"CB","44072950","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, PALISSANDRE DE RIO, PALISSANDRE DE PARA AND PALISSANDRE DE ROSE, SAWN OR C",1
"CB","44072960","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUM+?, OBECHE, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, AZOB+?, PALISSANDRE DE RIO, PALISSANDRE DE PARA AND PALISSANDRE DE ROSE, SAWN OR CHIPPED LENGTHWIS",1
"CB","44072961","Sawnwood","Tropical hardwood","AZOB+?, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. SUCH PRODUCTS PLANED, SANDED OR END-JOINTED)",1
"CB","44072968","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUM+?, OBECHE, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, PALISSANDRE DE RIO, PALISSANDRE DE PARA AND PALISSANDRE DE ROSE, SAWN OR CHIPPED LENGTHWISE, SLICE",1
"CB","44072969","Sawnwood","Tropical hardwood","KERUING, RAMIN, KAPUR, TEAK, JONGKONG, MERBAU, JELUTONG, KEMPAS, OKOUM+?, OBECHE, SAPELLI, SIPO, ACAJOU D'AFRIQUE, MAKOR+?, IROKO, TIAMA, MANSONIA, ILOMBA, DIB+?TOU, LIMBA, PALISSANDRE DE RIO, PALISSANDRE DE PARA AND PALISSANDRE DE ROSE, SAWN OR CHIPPED L",1
"CB","44072983","Sawnwood","Tropical hardwood","ABURA, AFRORMOSIA, AKO, ANDIROBA, ANINGRE, AVODIRE, BALAU, BOSSE CLAIR, BOSSE FONCE, CATIVO, CEDRO, DABEMA, DOUSSIE, FRAMIRE, FREIJO, FROMAGER, FUMA, GERONGGANG, IPE, JABOTY, JEQUITIBA, KOSIPO, KOTIBE, KOTO, LOURO, MA???+????-?ARANDUBA, MAHOGANY (EXCL. ""S",1
"CB","44072985","Sawnwood","Tropical hardwood","ABURA, AFRORMOSIA, AKO, ANDIROBA, ANINGRE, AVODIRE, BALAU, BOSSE CLAIR, BOSSE FONCE, CATIVO, CEDRO, DABEMA, DOUSSIE, FRAMIRE, FREIJO, FROMAGER, FUMA, GERONGGANG, IPE, JABOTY, JEQUITIBA, KOSIPO, KOTIBE, KOTO, LOURO, MA???+????-?ARANDUBA, MAHOGANY (EXCL. ""S",1
"CB","44072995","Sawnwood","Tropical hardwood","ABURA, AFRORMOSIA, AKO, ANDIROBA, ANINGRE, AVODIRE, BALAU, BOSSE CLAIR, BOSSE FONCE, CATIVO, CEDRO, DABEMA, DOUSSIE, FRAMIRE, FREIJO, FROMAGER, FUMA, GERONGGANG, IPE, JABOTY, JEQUITIBA, KOSIPO, KOTIBE, KOTO, LOURO, MA???+????-?ARANDUBA, MAHOGANY (EXCL. ""S",1
"CB","44072996","Sawnwood","Tropical hardwood","TROPICAL WOOD SAWN OR CUT LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED (EXCL. ABURA, ACAJOU D'AFRIQUE, AFRORMOSIA, AKO, ALAN, ANDIROBA, ANINGRE, AVODIRE, AZOBE, BALAU, BALSA, BOSSE CLAIR,",1
"CB","44072997","Sawnwood","Tropical hardwood","TROPICAL WOOD, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED (EXCL. PLANED, END-JOINTED, AND ABURA, ACAJOU D'AFRIQUE, AFRORMOSIA, AKO, ALAN, ANDIROBA, ANINGRE, AVODIRE, AZOBE, BALAU, BALSA, BOSSE CLAIR, BOSSE FONCE, CATIVO",1
"CB","44072998","Sawnwood","Tropical hardwood","TROPICAL WOOD, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED, END-JOINTED, AND ABURA, ACAJOU D'AFRIQUE, AFRORMOSIA, AKO, ALAN, ANDIROBA, ANINGRE, AVODIRE, AZOBE, BALAU, BALSA, BOSSE CLAIR, BOSSE FONCE, CATIVO",1
"CB","44072999","Sawnwood","Tropical hardwood","ABURA, AFRORMOSIA, AKO, ANDIROBA, ANINGRE, AVODIRE, BALAU, BOSSE CLAIR, BOSSE FONCE, CATIVO, CEDRO, DABEMA, DOUSSIE, FRAMIRE, FREIJO, FROMAGER, FUMA, GERONGGANG, IPE, JABOTY, JEQUITIBA, KOSIPO, KOTIBE, KOTO, LOURO, MACARANDUBA, MAHOGANY (EXCL. 'SWIETENIA",1
"CC","44079115","Sawnwood","Other hardwood","OAK ""QUERCUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CC","44079139","Sawnwood","Other hardwood","OAK ""QUERCUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. END-JOINTED AND BLOCKS, STRIPS AND FRIEZES FOR PARQUET OR WOOD BLOCK FLOORING)",1
"CC","44079190","Sawnwood","Other hardwood","OAK ""QUERCUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CC","44079200","Sawnwood","Other hardwood","BEECH ""FAGUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, WHETHER OR NOT PLANED, SANDED OR END-JOINTED, OF A THICKNESS OF > 6 MM",1
"CC","44079310","Sawnwood","Other hardwood","MAPLE ""ACER SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CC","44079391","Sawnwood","Other hardwood","MAPLE ""ACER SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED (EXCL. END-JOINTED)",1
"CC","44079399","Sawnwood","Other hardwood","MAPLE ""ACER SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CC","44079410","Sawnwood","Other hardwood","CHERRY ""PRUNUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CC","44079491","Sawnwood","Other hardwood","CHERRY ""PRUNUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED (EXCL. END-JOINTED)",1
"CC","44079499","Sawnwood","Other hardwood","CHERRY ""PRUNUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CC","44079510","Sawnwood","Other hardwood","ASH ""FRAXINUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CC","44079591","Sawnwood","Other hardwood","ASH ""FRAXINUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED (EXCL. END-JOINTED)",1
"CC","44079599","Sawnwood","Other hardwood","ASH ""FRAXINUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CC","44079610","Sawnwood","Other hardwood","BIRCH ""BETULA SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CC","44079691","Sawnwood","Other hardwood","BIRCH ""BETULA SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED (EXCL. END-JOINTED)",1
"CC","44079699","Sawnwood","Other hardwood","BIRCH ""BETULA SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CC","44079710","Sawnwood","Other hardwood","POPLAR AND ASPEN ""POPULUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CC","44079791","Sawnwood","Other hardwood","POPLAR AND ASPEN ""POPULUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED (EXCL. END-JOINTED)",1
"CC","44079799","Sawnwood","Other hardwood","POPLAR AND ASPEN ""POPULUS SPP."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CC","44079910","Sawnwood","Other hardwood","WOOD SAWN OR CUT LENGTHWISE, SLICED OR PEELED, END-JOINTED, OF A THICKNESS OF > 6 MM, END-JOINTED, WHETHER OR NOT PLANED OR SANDED (EXCL. TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER, CONIFEROUS WOOD, OAK ""QUERCUS SPP."" AND BEECH ""FAGUS SP",1
"CC","44079920","Sawnwood","Other hardwood","WOOD SAWN OR CUT LENGTHWISE, SLICED OR PEELED, END-JOINTED, OF A THICKNESS OF > 6 MM, END-JOINTED, WHETHER OR NOT PLANED OR SANDED (EXCL. TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER, CONIFEROUS WOOD, OAK ""QUERCUS SPP."", BEECH ""FAGUS SPP.""",1
"CC","44079925","Sawnwood","Other hardwood","WOOD SAWN OR CUT LENGTHWISE, SLICED OR PEELED, PLANED, OF A THICKNESS OF > 6 MM (EXCL. END-JOINTED; TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER, CONIFEROUS WOOD, OAK ""QUERCUS SPP."", BEECH ""FAGUS SPP."", MAPLE ""ACER SPP."", CHERRY ""PRUNUS SP",1
"CC","44079927","Sawnwood","Other hardwood","WOOD SAWN OR CUT LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED (EXCL. TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 2 TO THIS CHAPTER, CONIFEROUS WOOD, OAK ""QUERCUS SPP."", BEECH ""FAGUS SPP."",",1
"CC","44079930","Sawnwood","Other hardwood","WOOD SAWN OR CUT LENGTHWISE, SLICED OR PEELED, PLANED, OF A THICKNESS > 6 MM (EXCL. FINGER-JOINTED; TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER, CONIFEROUS WOOD, OAK 'QUERCUS SPP.' AND BEECH 'FAGUS SPP.')",1
"CC","44079940","Sawnwood","Other hardwood","WOOD SAWN OR CUT LENGTHWISE, SLICED OR PEELED, SANDED, OF A THICKNESS OF > 6 MM (EXCL. END-JOINTED; TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 2 TO THIS CHAPTER, CONIFEROUS WOOD, OAK ""QUERCUS SPP."", BEECH ""FAGUS SPP."", MAPLE ""ACER SPP."", CHERRY ""PRUNUS SP",1
"CC","44079950","Sawnwood","Other hardwood","WOOD SAWN OR CUT LENGTHWISE, SLICED OR PEELED, SANDED, OF A THICKNESS > 6 MM (EXCL. FINGER-JOINTED; TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER, CONIFEROUS WOOD, OAK 'QUERCUS SPP.' AND BEECH 'FAGUS SPP.')",1
"CC","44079990","Sawnwood","Other hardwood","WOOD, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED; TROPICAL WOOD, CONIFEROUS WOOD, OAK ""QUERCUS SPP."", BEECH ""FAGUS SPP."", MAPLE ""ACER SPP."", CHERRY ""PRUNUS SPP."", ASH ""FRAXINUS SPP."", BIRCH",1
"CC","44079991","Sawnwood","Other hardwood","POPLAR, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED)",1
"CC","44079994","Sawnwood","Other hardwood","TROPICAL WOOD, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR FINGER-JOINTED, AND TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 1 TO THIS CHAPTER)",1
"CC","44079996","Sawnwood","Other hardwood","TROPICAL WOOD, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED, AND TROPICAL WOOD SPECIFIED IN SUBHEADING NOTE 2 TO THIS CHAPTER)",1
"CC","44079997","Sawnwood","Other hardwood","WOOD, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED, AND TROPICAL WOOD, CONIFEROUS WOOD, OAK ""QUERCUS SPP."", BEECH ""FAGUS SPP."" AND POPLAR)",1
"CC","44079998","Sawnwood","Other hardwood","WOOD, SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED, AND TROPICAL WOOD, CONIFEROUS WOOD, OAK ""QUERCUS SPP."", BEECH ""FAGUS SPP."", MAPLE ""ACER SPP."", CHERRY ""PRUNUS SPP."", ASH ""FRAXINUS SPP."" AND",1
"CD","44071015","Sawnwood","Softwood","CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, SANDED, OR END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CD","44071031","Sawnwood","Softwood","SPRUCE OF THE SPECIES ""PICEA ABIES KARST."" OR SILVER FIR ""ABIES ALBA MILL."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. END-JOINTED)",1
"CD","44071033","Sawnwood","Softwood","PINE OF THE SPECIES ""PINUS SYLVESTRIS L."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. END-JOINTED)",1
"CD","44071038","Sawnwood","Softwood","CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. END-JOINTED, SPRUCE OF THE SPECIES ""PICEA ABIES KARST."", SILVER FIR ""ABIES ALBA MILL."" AND PINE OF THE SPECIES ""PINUS SYLVESTRIS L."")",1
"CD","44071091","Sawnwood","Softwood","SPRUCE ""PICEA ABIES KARST."" OR SILVER FIR ""ABIES ALBA MILL."", SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED; BOARDS FOR THE MANUFACTURE OF PENCILS; WOOD WITH A LENGTH OF <= 125 MM AND A THICKNE",1
"CD","44071093","Sawnwood","Softwood","PINE OF THE SPECIES ""PINUS SILVESTRIS L."", SAWN OR CUT LENGTHWISE, SLICED OR PEELED, WITH A THICKNESS OF > 6 MM (EXCL. PLANED, SANDED OR END-JOINTED; BOARDS FOR THE MANUFACTURE OF LEAD PENCILS, TRACER PENCILS, COLOUR PENCILS, SLATE PENCILS AND OTHER PENCI",1
"CD","44071098","Sawnwood","Softwood","CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PLANED OR SANDED, AND SPRUCE ""PICEA ABIES KARST."", SILVER FIR ""ABIES ALBA MILL."" AND PINE ""PINUS SYLVESTRIS L."")",1
"CD","44071110","Sawnwood","Softwood","PINE ""PINUS SPP."" SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CD","44071120","Sawnwood","Softwood","PINE ""PINUS SPP."" SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. END-JOINTED)",1
"CD","44071190","Sawnwood","Softwood","PINE ""PINUS SPP."" SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. END-JOINTED AND PLANED)",1
"CD","44071210","Sawnwood","Softwood","FIR ""ABIES SPP."" AND SPRUCE ""PICEA SPP."" SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, END-JOINTED, WHETHER OR NOT PLANED OR SANDED",1
"CD","44071220","Sawnwood","Softwood","FIR ""ABIES SPP."" AND SPRUCE ""PICEA SPP."" SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. END-JOINTED)",1
"CD","44071290","Sawnwood","Softwood","FIR ""ABIES SPP."" AND SPRUCE ""PICEA SPP."" SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. END-JOINTED AND PLANED)",1
"CD","44071910","Sawnwood","Softwood","CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, END-JOINTED, WHETHER OR NOT PLANED OR SANDED (EXCL. PINE ""PINUS SPP."", FIR ""ABIES SPP."" AND SPRUCE ""PICEA SPP."")",1
"CD","44071920","Sawnwood","Softwood","CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM, PLANED (EXCL. PINE ""PINUS SPP."", FIR ""ABIES SPP."", SPRUCE ""PICEA SPP."" AND END-JOINTED)",1
"CD","44071990","Sawnwood","Softwood","CONIFEROUS WOOD SAWN OR CHIPPED LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF > 6 MM (EXCL. PINE ""PINUS SPP."", FIR ""ABIES SPP."", SPRUCE ""PICEA SPP."", END-JOINTED AND PLANED)",1
"DB","44092011","Mouldings","Hardwood","MOULDINGS FOR FRAMES FOR PAINTINGS, PHOTOGRAPHS, MIRRORS OR SIMILAR OBJECTS, OF NON-CONIFEROUS WOOD",1
"DB","44092098","Mouldings","Hardwood","NON-CONIFEROUS WOOD, CONTINUOUSLY SHAPED ""TONGUED, GROOVED, REBATED, CHAMFERED, V-JOINTED BEADED, MOULDED, ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES, ENDS OR FACES, WHETHER OR NOT PLANED, SANDED OR END-JOINTED (EXCL.  MOULDINGS FOR FRAMES FOR PAINTINGS,",1
"DB","44092910","Mouldings","Hardwood","MOULDINGS FOR FRAMES FOR PAINTINGS, PHOTOGRAPHS, MIRRORS OR SIMILAR OBJECTS, OF WOOD  (EXCL. CONIFEROUS AND TROPICAL WOOD AND BAMBOO)",1
"DB","44092999","Mouldings","Hardwood","WOOD, CONTINUOUSLY SHAPED ""TONGUED, GROOVED, REBATED, CHAMFERED, V-JOINTED BEADED, MOULDED, ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES, ENDS OR FACES, WHETHER OR NOT PLANED, SANDED OR END-JOINTED  (EXCL. CONIFEROUS AND TROPICAL WOOD AND BAMBOO, AND MOULD",1
"DC","44091011","Mouldings","Softwood","MOULDINGS FOR FRAMES FOR PAINTINGS, PHOTOGRAPHS, MIRRORS OR SIMILAR OBJECTS, OF CONIFEROUS WOOD",1
"DC","44091018","Mouldings","Softwood","CONIFEROUS WOOD, INCL. STRIPS AND FRIEZES FOR PARQUET FLOORING, NOT ASSEMBLED, CONTINUOUSLY SHAPED ""TONGUED, GROOVED, REBATED, CHAMFERED, V-JOINTED BEADED, MOULDED, ROUNDED OR THE LIKE"" ALONG ANY OF ITS EDGES, ENDS OR FACES, WHETHER OR NOT PLANED, SANDED",1
"EB","44083111","Veneer","Tropical hardwood","SHEETS FOR VENEERING, INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD, FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD, SAWN LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF <= 6 MM, END-JOINTED, WHETHER OR NOT PLANED OR SANDED, OF DARK RED M",1
"EB","44083121","Veneer","Tropical hardwood","SHEETS FOR VENEERING, INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD, FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD, SAWN LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF <= 6 MM, PLANED, OF DARK RED MERANTI, LIGHT RED MERANTI AND MERANTI",1
"EB","44083125","Veneer","Tropical hardwood","SHEETS FOR VENEERING, INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD, FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD, SAWN LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF <= 6 MM, SANDED, OF DARK RED MERANTI, LIGHT RED MERANTI AND MERANTI",1
"EB","44083130","Veneer","Tropical hardwood","VENEER SHEETS AND SHEETS FOR PLYWOOD, WHETHER OR NOT SPLICED, AND OTHER WOOD, SAWN LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF <= 6 MM, OF DARK RED MERANTI, LIGHT RED MERANTI AND MERANTI BAKAU (EXCL. PLANED, SANDED OR FINGER-JOINTED)",1
"EB","44083915","Veneer","Tropical hardwood","SHEETS FOR VENEERING, INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD, FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD, SAWN LENGTHWISE, SLICED OR PEELED, OF A THICKNESS OF <= 6 MM, SANDED, OR END-JOINTED, WHETHER OR NOT PLANED, OF WHITE LAU",1
"EB","44083921","Veneer","Tropical hardwood","VENEER SHEETS AND SHEETS FOR PLYWOOD, WHETHER OR NOT SPLICED, AND OTHER WOOD, SAWN LENGTHWISE, SLICED OR BARKED, PLANED, OF A THICKNESS OF <= 6 MM, OF WHITE LAUAN, SIPO, LIMBA, OKOUME, OBECHE, ACAJOU D'AFRIQUE, SAPELLI, VIROLA, MAHOGANY 'SWIETENIA SPP.',",1
"EB","44083930","Veneer","Tropical hardwood","SHEETS FOR VENEERING, INCL. THOSE OBTAINED BY SLICING LAMINATED WOOD, FOR PLYWOOD OR FOR OTHER SIMILAR LAMINATED WOOD AND OTHER WOOD, SAWN LENGTHWISE, SLICED OR PEELED, WHETHER OR NOT SPLICED, OF A THICKNESS OF <= 6 MM, OF WHITE LAUAN, SIPO, LIMBA, OKOUM+",1
